id,prediction
374,6285835.27529859
375,6285736.840441031
376,6284441.266144797
377,6285765.894013703
378,6285910.517086902
379,6285798.956383708
380,6285592.641454131
381,6285296.3156309975
382,6285593.216411246
383,6284498.037039783
384,6285140.765256073
385,6284865.235821714
386,6285736.637867223
387,6285702.182977508
388,6283618.001392608
389,6285736.87324136
390,6285850.748272678
391,6285738.488272058
392,6285778.610450224
393,6284865.235820194
394,6283312.883708168
395,6285292.940944858
396,6285862.630969567
397,6285702.361869425
398,6285410.563275898
399,6285869.851598668
400,6285808.536236795
401,6282870.93619295
402,6285779.786937125
403,6285833.798960059
404,6283616.130160937
405,6285671.493272957
406,6285905.775504423
407,6284497.344976305
408,6285873.117441794
409,6285593.216404597
410,6285396.68970646
411,6285857.614762978
412,6282955.465683548
413,6285828.462251415
414,6282955.755907645
415,6285186.327496681
416,6285758.988731851
417,6282955.488646042
418,6285736.719654648
419,6285784.464408744
420,6285706.364399358
421,6285552.028030365
422,6285655.9106042115
423,6285413.606436201
424,6285815.04829221
425,6283616.130160913
426,6285416.92132509
427,6285821.829455631
428,6284865.235821724
429,6283616.130161903
430,6285698.247352669
431,6285423.196694007
432,6285823.787404081
433,6285758.713463436
434,6285747.031065884
435,6285797.811842215
436,6285383.803675799
437,6285573.682970452
438,6282955.475533599
439,6285797.774077637
440,6285384.1863391865
441,6285872.8156158915
442,6285853.338532116
443,6285875.2392783435
444,6285795.096182669
445,6285448.709159467
446,6285838.467554597
447,6284576.513118743
448,6284498.031417509
449,6285897.903281815
450,6285739.627352549
451,6284498.037043626
452,6285758.988731853
453,6285592.523552962
454,6285841.233797065
455,6285870.396699687
456,6282955.592339672
457,6285552.402948682
458,6285601.719561485
459,6285593.216413449
460,6285888.090740022
461,6285429.463780625
462,6285794.741529767
463,6284497.3449763125
464,6283318.7309914725
465,6285566.001247065
466,6285252.506450669
467,6285665.598395765
468,6285790.159073987
469,6282955.480213143
470,6284498.03704193
471,6285592.495115813
472,6285232.9259770615
473,6285407.668183355
474,6282870.93619295
475,6285875.620240368
476,6285758.5164068425
477,6284441.1516807815
478,6285620.322704808
479,6285750.733306811
480,6285721.476094946
481,6285714.373656804
482,6285818.779819705
483,6283312.657283748
484,6285725.796136983
485,6285714.71978063
486,6285771.387694841
487,6282955.488646036
488,6285756.223504063
489,6285881.9573330125
490,6285666.600658165
491,6285826.230363509
492,6285670.43864384
493,6285901.016750994
494,6285833.904026161
495,6282892.0014382275
496,6285778.8161753835
497,6285565.991410793
498,6285779.4488793565
499,6285593.216415145
500,6284865.235820191
501,6285821.861031306
502,6285898.5474983435
503,6285390.2207181575
504,6285668.572496025
505,6284861.8249100875
506,6282955.755907643
507,6285862.354242926
508,6285808.536223481
509,6285799.587394786
510,6285615.949284128
511,6285750.82193313
512,6285798.713048682
513,6285790.469992862
514,6284861.82491003
515,6285667.178989385
516,6285703.507639092
517,6285286.248484792
518,6285754.583300685
519,6285620.788323836
520,6285592.641454117
521,6285833.183878441
522,6285286.248487084
523,6285808.536238372
524,6282955.48021694
525,6285834.979971585
526,6285829.486478909
527,6282955.4755338635
528,6285769.878059942
529,6285704.559437403
530,6285841.905969335
531,6285704.51819114
532,6285908.815280583
533,6285842.5917155715
534,6285667.079513446
535,6283312.49983686
536,6285736.458591987
537,6285593.216415145
538,6285286.2484870665
539,6282955.480213899
540,6285815.075060005
541,6285802.856324545
542,6283616.1301619075
543,6285593.216411245
544,6285856.13253312
545,6285817.964339056
546,6285829.3118056115
547,6285826.709491898
548,6284865.235821722
549,6285828.699471587
550,6285735.687334442
551,6284498.037043777
552,6285771.304219876
553,6285790.097404578
554,6285736.633561873
555,6285758.988731843
556,6285588.484186997
557,6285804.779536074
558,6285714.856373548
559,6285743.80399519
560,6282955.509043123
561,6285785.239495715
562,6285616.262129973
563,6285616.262134034
564,6285897.237725847
565,6285850.325346348
566,6285829.70199945
567,6285593.216411245
568,6284330.20185719
569,6285882.328739232
570,6285830.586139143
571,6285803.053930685
572,6285834.967810215
573,6285177.896203486
574,6285759.089858143
575,6283312.657283321
576,6285293.002257157
577,6285736.840441028
578,6285751.438943535
579,6284865.235820198
580,6285447.562181294
581,6284010.282728978
582,6285886.341627058
583,6285877.930265048
584,6285811.273647098
585,6285584.879381193
586,6283312.657283736
587,6284498.037043775
588,6285684.455811517
589,6285253.11758111
590,6285846.444796845
591,6285808.5362382885
592,6284865.235821711
593,6284577.679623538
594,6284498.037048266
595,6285586.952813546
596,6285193.41270463
597,6285394.516252163
598,6285780.630381957
599,6285776.14001147
600,6285448.709159412
601,6285763.405905697
602,6285554.284715385
603,6282890.546141451
604,6285701.45011138
605,6285560.907938944
606,6285396.586639246
607,6285669.048991246
608,6285726.617346277
609,6285600.58429738
610,6284101.874877685
611,6285776.140011476
612,6282955.488646032
613,6283312.657283736
614,6285891.788307341
615,6283312.499836165
616,6285691.875027051
617,6285740.510806145
618,6285392.151279758
619,6285655.646292701
620,6285193.471838327
621,6285797.811842231
622,6285592.523539742
623,6284493.885147716
624,6284865.235821722
625,6285824.390719297
626,6285189.718946436
627,6285292.975484003
628,6284498.03703993
629,6285821.788136995
630,6283312.657283219
631,6285566.001247139
632,6285752.217239976
633,6285611.114714145
634,6285821.729809767
635,6284440.981193558
636,6285808.53623839
637,6285714.479919379
638,6285805.775200792
639,6285394.71565823
640,6282955.755907643
641,6285736.724443022
642,6285829.486478909
643,6285593.216413442
644,6285601.29117161
645,6285862.354242915
646,6285764.261008099
647,6285620.376116731
648,6285893.96049136
649,6283577.052937373
650,6285691.784898138
651,6284439.325361816
652,6284332.786617363
653,6282955.488646032
654,6285758.033086467
655,6285904.855186245
656,6285867.906696847
657,6284441.041260643
658,6285396.509762844
659,6285702.662643806
660,6285651.551088743
661,6285587.961793686
662,6285713.317608442
663,6285593.216415161
664,6285666.183635168
665,6285558.155132422
666,6285592.495115942
667,6285287.928646332
668,6284498.031409025
669,6282955.7813844215
670,6285650.19614847
671,6285868.958911978
672,6285871.19314997
673,6285875.8553028265
674,6282955.475533599
675,6285770.37566111
676,6285752.57461199
677,6285747.828516195
678,6285593.216415165
679,6284497.344976326
680,6285801.989102099
681,6284010.282728847
682,6285776.140011476
683,6285737.881536652
684,6285684.45581155
685,6285699.444530858
686,6285587.666055057
687,6283312.657283731
688,6284498.037043627
689,6285385.6181326285
690,6285875.476906222
691,6285631.107066634
692,6285819.0608826475
693,6285566.001247121
694,6284865.235818363
695,6284499.364409693
696,6282955.480213162
697,6285902.1471193675
698,6285845.50486848
699,6285410.18651535
700,6285822.862276854
701,6285169.3370721685
702,6285403.592331882
703,6285793.834126358
704,6285885.218088972
705,6285904.802877566
706,6285286.248485252
707,6284498.03704845
708,6282870.936192396
709,6284497.344976328
710,6285835.6709856475
711,6285908.513616349
712,6282955.47553386
713,6285906.426833574
714,6285735.978936691
715,6282955.862080845
716,6285600.114925733
717,6285711.86961399
718,6284010.282728847
719,6285758.988731858
720,6285654.6211828785
721,6282955.755907643
722,6284865.235821715
723,6285593.216415145
724,6285592.4951158
725,6284440.6179317525
726,6285839.139081158
727,6285905.560618362
728,6285747.097254701
729,6285736.784879434
730,6283312.657283323
731,6285808.536223497
732,6285592.523552962
733,6282955.592339672
734,6285824.7172646215
735,6285752.931745025
736,6284442.158242391
737,6285151.970315056
738,6285665.3713053325
739,6285704.406330317
740,6285808.53623838
741,6285819.842744599
742,6282955.480213162
743,6285823.232513723
744,6285836.574563191
745,6285406.839975462
746,6285736.736135905
747,6285903.560442889
748,6285866.7274519075
749,6285700.723104606
750,6284865.235821729
751,6285604.613492702
752,6285609.217760175
753,6285768.514387213
754,6285738.046752403
755,6285192.753744967
756,6283616.130161582
757,6285870.403632307
758,6285396.445995253
759,6285808.217150778
760,6285762.784640892
761,6285819.52193145
762,6285808.536238368
763,6284574.117120868
764,6285593.216413575
765,6285820.698336779
766,6283318.730993117
767,6285686.278211744
768,6285880.630972205
769,6284498.037039796
770,6285828.83383656
771,6285648.780786045
772,6285750.638058484
773,6285907.44813785
774,6285240.018742233
775,6285864.784105385
776,6285838.2200792385
777,6282955.755907643
778,6284010.282728847
779,6283256.568588985
780,6285709.892069058
781,6285785.1972562
782,6285397.114479893
783,6285292.999759045
784,6285214.787457578
785,6285191.163504569
786,6285776.139995901
787,6285756.563443886
788,6285445.453061709
789,6285622.113534188
790,6285404.687459302
791,6285817.3564564325
792,6284498.0370454835
793,6284498.0370454835
794,6285613.07497259
795,6285796.3535587285
796,6285888.076223435
797,6285605.502486047
798,6284497.344974317
799,6285701.692199121
800,6285194.140361857
801,6282955.592339672
802,6282955.755907645
803,6283313.10649286
804,6282890.620836448
805,6285845.347685288
806,6285202.183527247
807,6285776.140009763
808,6285780.728382838
809,6285780.252182534
810,6284498.0314175375
811,6284497.326894538
812,6285708.946113268
813,6285735.696576126
814,6285828.50206721
815,6285776.218925637
816,6285610.973784218
817,6284442.461421275
818,6285700.486486286
819,6284010.282728978
820,6285170.653713138
821,6285128.752466767
822,6284498.031409027
823,6285853.644504065
824,6285850.080141582
825,6284497.3449763125
826,6285658.90249382
827,6285702.6178251775
828,6285671.953580564
829,6285448.846342848
830,6285736.830550717
831,6285819.127703859
832,6285757.455552228
833,6285641.877243134
834,6285795.8241396565
835,6283312.657283765
836,6283312.65728387
837,6285757.191416914
838,6285871.193149992
839,6283312.657283328
840,6282955.4802131625
841,6285568.304459392
842,6285397.777695831
843,6284498.0370436525
844,6285393.131569592
845,6285560.756255535
846,6283312.657283735
847,6285736.84044041
848,6285658.902493841
849,6284441.326674116
850,6285876.91795184
851,6285838.964944177
852,6285839.536918033
853,6285795.080612058
854,6285558.155136462
855,6282870.936193293
856,6285758.988731857
857,6284498.0370454835
858,6285759.382136762
859,6285601.968379407
860,6284498.037043626
861,6283313.106492545
862,6285882.192183103
863,6285620.291806498
864,6285808.536238374
865,6285451.513392399
866,6285753.2976916125
867,6285764.844042143
868,6284865.235821738
869,6285446.975814323
870,6285831.436073752
871,6282955.494332291
872,6285765.161722831
873,6285707.633714961
874,6285849.985901359
875,6285620.335151789
876,6285826.007853958
877,6285593.216411245
878,6285716.675494977
879,6283312.657283736
880,6285899.221643307
881,6285829.6892651785
882,6285446.536236724
883,6285803.330543724
884,6283616.1301619075
885,6285609.264511492
886,6285829.871173325
887,6284861.824910054
888,6285846.939798215
889,6285415.8409579685
890,6285601.328381972
891,6284497.32689298
892,6285853.44948041
893,6285291.827068198
894,6285867.028900092
895,6285619.887801655
896,6285833.872380752
897,6285745.314353781
898,6285854.258394548
899,6285421.548262819
900,6282955.592339668
901,6284498.037041803
902,6285588.541557441
903,6284865.235821731
904,6285556.789703074
905,6282870.93619295
906,6285287.669800113
907,6285754.798120746
908,6285847.474782403
909,6285592.641453993
910,6285393.1315696025
911,6285893.372839335
912,6284018.493905555
913,6285565.991409134
914,6285808.536238372
915,6285387.983583627
916,6285288.12750071
917,6283618.00139782
918,6285394.715658317
919,6285725.788330512
920,6285616.262129963
921,6285707.60288165
922,6285797.8118415
923,6284861.824909407
924,6285566.00124713
925,6285798.051520525
926,6285764.675285056
927,6285749.278904413
928,6285737.466110403
929,6285845.720992994
930,6285901.459567193
931,6282955.481615878
932,6285829.686924855
933,6285769.618005522
934,6285824.094951314
935,6285654.642770799
936,6284442.290969947
937,6283312.657283212
938,6285853.265913057
939,6285289.1073048515
940,6285684.735615812
941,6285819.309082538
942,6285847.10153179
943,6285839.417281197
944,6285593.216413577
945,6285765.909767376
946,6285620.367926353
947,6285593.216411246
948,6285286.248484912
949,6285712.644145316
950,6285848.114319293
951,6285668.938144247
952,6285666.519852433
953,6285751.106898228
954,6285778.876376002
955,6285573.682970469
956,6285912.366621261
957,6285668.938144254
958,6285870.766640176
959,6285872.113724941
960,6284439.3696741825
961,6285707.436456809
962,6285593.216413451
963,6285883.188874488
964,6285851.163131804
965,6285593.216413564
966,6285807.207229536
967,6285592.495114243
968,6285808.536238368
969,6283318.730992158
970,6285565.991410849
971,6285292.990005747
972,6285592.523552963
973,6285823.833332103
974,6285669.473746767
975,6285644.059993022
976,6285711.856760763
977,6285593.216415147
978,6282955.4886459075
979,6285396.7754021725
980,6285833.345029743
981,6285742.637480811
982,6285391.866436876
983,6285909.258115789
984,6285808.536238383
985,6285194.69292224
986,6285842.2843234325
987,6285736.840441024
988,6285688.137799882
989,6285849.060399211
990,6285797.7732260125
991,6285449.549977939
992,6285603.382118261
993,6283312.657283744
994,6285187.067475593
995,6285616.262134045
996,6285805.18259405
997,6285883.895356536
998,6285760.080695696
999,6284331.622674655
1000,6285661.103591773
1001,6285865.578100857
1002,6285816.7333051525
1003,6285874.2575416975
1004,6284018.493905557
1005,6285712.691725924
1006,6285593.216415143
1007,6285550.731425063
1008,6285821.51377972
1009,6285620.289472981
1010,6284442.800407358
1011,6285851.721943943
1012,6285620.322704809
1013,6285290.226492448
1014,6285705.499090405
1015,6285744.2804164
1016,6285834.923303233
1017,6285394.441591943
1018,6285736.633561871
1019,6285736.840425659
1020,6285566.102749875
1021,6285808.13839998
1022,6285845.4331352515
1023,6285819.324259037
1024,6285189.181692806
1025,6285810.139545113
1026,6285777.57697819
1027,6285593.216413422
1028,6285736.840442117
1029,6285795.201841002
1030,6284498.0370436525
1031,6285821.095072972
1032,6285822.430078168
1033,6285733.38070248
1034,6285751.110813925
1035,6285592.523552962
1036,6285753.789772366
1037,6285820.164287269
1038,6285128.581080198
1039,6285736.650509935
1040,6285286.2484865235
1041,6285591.918625196
1042,6285893.863952106
1043,6284865.235821718
1044,6285894.501952994
1045,6285812.431578774
1046,6285849.524607007
1047,6284330.414420057
1048,6285169.916357769
1049,6285396.65040914
1050,6284442.34484646
1051,6285593.216413448
1052,6283618.001395067
1053,6285902.281622151
1054,6284865.235821718
1055,6285620.346233637
1056,6284497.344976323
1057,6285579.234913108
1058,6285593.216400403
1059,6285835.330885483
1060,6282955.540929617
1061,6285702.703779223
1062,6285592.523552962
1063,6285620.346229383
1064,6285867.369705855
1065,6285712.507970543
1066,6285824.515300265
1067,6285172.7598301275
1068,6285755.294178152
1069,6285785.766670188
1070,6285797.817711008
1071,6285707.441843369
1072,6285843.733148614
1073,6285667.01778073
1074,6285592.523552958
1075,6284861.824908729
1076,6285901.809953855
1077,6282955.486370551
1078,6282955.488646032
1079,6285604.751101023
1080,6285611.487957159
1081,6285829.686924855
1082,6285605.458926442
1083,6285851.137259701
1084,6285809.171294654
1085,6285870.164971298
1086,6283616.130161973
1087,6285776.140011462
1088,6285776.633695627
1089,6285125.141317532
1090,6285558.155136483
1091,6285393.131569615
1092,6285890.9475799585
1093,6282955.475533599
1094,6285728.528903497
1095,6285286.24848704
1096,6282870.936192952
1097,6285843.337852889
1098,6285843.8958317265
1099,6282870.936192396
1100,6283318.766323303
1101,6285720.524542937
1102,6285600.018200131
1103,6285826.670743682
1104,6284441.052585002
1105,6285620.32269696
1106,6283616.130161907
1107,6285558.1551324325
1108,6285713.402553331
1109,6285846.393944858
1110,6284018.493905553
1111,6285837.352959952
1112,6284865.235821724
1113,6285611.487957148
1114,6285592.523552962
1115,6285652.012429731
1116,6285911.796183652
1117,6285804.26139081
1118,6285820.175343783
1119,6285795.20184096
1120,6282955.475533603
1121,6285806.614704406
1122,6282955.540929887
1123,6285878.70169406
1124,6285620.3227047995
1125,6282891.883914143
1126,6285904.843586829
1127,6285896.0952934185
1128,6285831.35431323
1129,6285891.370060619
1130,6285800.684218992
1131,6285822.559046619
1132,6285768.015657802
1133,6285776.633695488
1134,6285794.801081682
1135,6283312.657283736
1136,6283616.130161907
1137,6285808.536238358
1138,6285829.982928202
1139,6285873.575363544
1140,6285830.82729912
1141,6285801.146225073
1142,6285907.941721389
1143,6284865.235821734
1144,6282955.488646032
1145,6285286.248484627
1146,6285663.95224095
1147,6285604.335446088
1148,6284498.031411028
1149,6285556.148792503
1150,6285736.703908527
1151,6285593.216415144
1152,6285905.146830698
1153,6285393.09612648
1154,6285755.262832121
1155,6285852.942195995
1156,6284580.222095127
1157,6285409.870190523
1158,6282890.476458408
1159,6285898.387705976
1160,6285415.840957956
1161,6285776.7864321675
1162,6284861.8249100335
1163,6285874.1108409325
1164,6285776.924056446
1165,6285593.216413455
1166,6285894.244910726
1167,6285776.14001148
1168,6285408.915005397
1169,6285777.685648486
1170,6285701.182005104
1171,6285817.219783956
1172,6285838.230572932
1173,6285896.5171771515
1174,6282955.540929887
1175,6285842.4304501675
1176,6285593.216415143
1177,6285772.21446966
1178,6283312.657283339
1179,6284498.0370454835
1180,6285759.553387234
1181,6285810.4698604075
1182,6285772.4896456925
1183,6285667.070125704
1184,6284010.28272898
1185,6285412.367745887
1186,6285847.996168112
1187,6285410.393631653
1188,6285834.599044164
1189,6285863.147813763
1190,6285819.913727084
1191,6283312.598857396
1192,6285839.289521933
1193,6285808.53623457
1194,6285604.762098385
1195,6283618.001397824
1196,6285776.1400114875
1197,6285795.288447548
1198,6283312.657283843
1199,6283312.657283217
1200,6285912.068529025
1201,6285852.863841877
1202,6285290.374008769
1203,6285286.248484642
1204,6285844.292617733
1205,6285601.17617234
1206,6285602.926305442
1207,6285593.21641345
1208,6285866.637944142
1209,6283312.657283328
1210,6285829.3118059365
1211,6285828.528932019
1212,6285776.14001147
1213,6282890.5680873
1214,6285593.216413529
1215,6282955.465683544
1216,6285903.974786158
1217,6285593.216400402
1218,6285894.86612098
1219,6285856.108631916
1220,6285761.365087097
1221,6285778.635216557
1222,6285867.94658537
1223,6285782.626217753
1224,6285604.602955513
1225,6285795.9003442135
1226,6285653.524559008
1227,6285836.126968942
1228,6284442.290969926
1229,6285750.785134467
1230,6282955.755907645
1231,6285778.634661154
1232,6285892.620942107
1233,6283312.657283236
1234,6285767.526367842
1235,6285870.961241358
1236,6284865.23582173
1237,6285566.001247142
1238,6285740.907561612
1239,6285593.21641515
1240,6285711.863675749
1241,6282890.819727685
1242,6285837.8784707375
1243,6285217.628628806
1244,6285286.24848708
1245,6285187.885096539
1246,6285875.377991185
1247,6285780.412572333
1248,6285752.396980875
1249,6282955.755907647
1250,6285822.163633392
1251,6285721.258279213
1252,6285131.110471733
1253,6283616.1301619075
1254,6285711.213684863
1255,6285876.467497585
1256,6285817.061362538
1257,6284018.493905557
1258,6285898.358392434
1259,6285702.546408922
1260,6285750.603177119
1261,6285844.446939573
1262,6283312.657283843
1263,6283616.130161962
1264,6285894.925298232
1265,6284498.03140903
1266,6285808.536238385
1267,6285828.913693743
1268,6283618.001393213
1269,6282955.75397555
1270,6285849.828712371
1271,6285290.956955433
1272,6285738.100174057
1273,6285750.96848174
1274,6285808.536236811
1275,6282955.475533849
1276,6285770.368041521
1277,6285187.885096538
1278,6285390.534269283
1279,6285164.547022415
1280,6285816.103581114
1281,6285856.11310556
1282,6285721.0903122565
1283,6285907.088509938
1284,6285856.073439852
1285,6285736.310128845
1286,6285810.826051847
1287,6285877.814442645
1288,6285593.216415275
1289,6285616.262119156
1290,6285170.548323033
1291,6285767.872344985
1292,6285446.681725723
1293,6285865.7349840375
1294,6285857.94691495
1295,6284497.326892975
1296,6284865.235821713
1297,6282955.75397529
1298,6285173.14936073
1299,6285850.092530898
1300,6285572.179906757
1301,6285795.620711022
1302,6285292.06990704
1303,6285558.155132422
1304,6285566.001247121
1305,6285865.3804924935
1306,6285389.024023743
1307,6285808.536238267
1308,6285228.36513099
1309,6282955.475533863
1310,6285794.125939553
1311,6285782.434175802
1312,6285829.014152846
1313,6285907.400857315
1314,6285593.216415154
1315,6285593.216415165
1316,6285733.380700688
1317,6285558.155136454
1318,6284498.037043644
1319,6285619.5207209475
1320,6285776.663625723
1321,6285891.0976682585
1322,6285763.655662873
1323,6285806.333872263
1324,6285727.074163297
1325,6283312.657283843
1326,6285851.911299582
1327,6285405.202692023
1328,6285793.276571852
1329,6285776.140011465
1330,6285601.500708921
1331,6285286.248485427
1332,6285844.554346227
1333,6282955.59233967
1334,6285565.9914108375
1335,6285612.464401236
1336,6284498.037043775
1337,6285894.44837349
1338,6285619.081493622
1339,6284498.0370454835
1340,6285828.462251373
1341,6285812.598017697
1342,6285747.8285161825
1343,6285719.291079619
1344,6285808.536236812
1345,6284498.037048275
1346,6285620.370111723
1347,6285837.403065375
1348,6285592.641453988
1349,6282882.747953214
1350,6285563.284001403
1351,6285870.539702146
